satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary,left
0.72,1,5,234,5,No accident,No promotion,marketing,low,Yes
0.36,0.54,2,127,3,No accident,No promotion,marketing,low,Yes
0.9,1,4,229,5,No accident,No promotion,sales,low,Yes
0.44,0.56,2,141,3,No accident,No promotion,sales,low,Yes
0.78,0.95,4,260,5,No accident,No promotion,sales,low,Yes
0.37,0.52,2,141,3,No accident,No promotion,sales,low,Yes
0.4,0.47,2,144,3,Accident,No promotion,sales,low,Yes
0.84,1,5,250,5,No accident,No promotion,sales,low,Yes
0.09,0.86,6,245,4,No accident,No promotion,sales,low,Yes
0.83,0.93,4,269,5,No accident,No promotion,sales,low,Yes
0.11,0.87,6,273,4,No accident,No promotion,sales,low,Yes
0.37,0.5,2,142,3,No accident,No promotion,sales,low,Yes
0.09,0.93,6,273,5,No accident,No promotion,sales,low,Yes
0.43,0.47,2,248,2,No accident,No promotion,sales,medium,Yes
0.39,0.56,2,147,3,No accident,No promotion,sales,medium,Yes
0.85,0.9,2,168,2,No accident,No promotion,sales,medium,Yes
0.38,0.52,2,128,3,No accident,No promotion,sales,medium,Yes
0.76,0.84,5,227,5,Accident,No promotion,sales,medium,Yes
0.44,0.51,2,135,3,No accident,No promotion,sales,medium,Yes
0.73,1,4,268,5,No accident,No promotion,sales,medium,Yes
0.43,0.53,2,136,3,No accident,No promotion,sales,medium,Yes
0.43,0.51,2,149,3,Accident,No promotion,accounting,medium,Yes
0.09,0.96,7,264,4,No accident,No promotion,accounting,medium,Yes
0.43,0.53,2,143,3,No accident,No promotion,accounting,medium,Yes
0.45,0.57,2,138,3,No accident,No promotion,hr,medium,Yes
0.42,0.48,2,146,3,No accident,No promotion,hr,high,Yes
0.41,0.46,2,150,3,Accident,No promotion,hr,low,Yes
0.44,0.55,2,156,3,No accident,No promotion,hr,medium,Yes
0.09,0.92,7,245,4,No accident,No promotion,technical,medium,Yes
0.41,0.51,2,156,3,No accident,No promotion,technical,medium,Yes
0.43,0.51,2,143,3,No accident,No promotion,technical,medium,Yes
0.38,0.51,2,159,3,No accident,No promotion,technical,low,Yes
0.85,0.96,4,217,5,No accident,No promotion,technical,low,Yes
0.88,0.91,4,234,6,No accident,No promotion,technical,low,Yes
0.44,0.46,2,138,3,No accident,No promotion,technical,low,Yes
0.11,0.92,7,265,4,No accident,No promotion,technical,low,Yes
0.38,0.5,2,145,3,No accident,No promotion,technical,low,Yes
0.09,0.78,6,263,4,No accident,No promotion,technical,low,Yes
0.11,0.79,6,264,4,No accident,No promotion,technical,low,Yes
0.11,0.88,6,253,4,No accident,No promotion,support,low,Yes
0.44,0.48,2,155,3,No accident,No promotion,support,low,Yes
0.38,0.51,2,137,3,No accident,No promotion,support,low,Yes
0.1,0.87,6,254,5,No accident,No promotion,support,low,Yes
0.45,0.57,2,143,3,No accident,No promotion,support,low,Yes
0.11,0.94,7,280,5,No accident,No promotion,support,low,Yes
0.36,0.48,2,136,3,No accident,No promotion,support,low,Yes
0.72,0.95,5,271,5,No accident,No promotion,support,low,Yes
0.43,0.48,2,157,3,No accident,No promotion,support,low,Yes
0.45,0.5,2,150,3,No accident,No promotion,support,low,Yes
0.4,0.53,2,127,3,No accident,No promotion,support,low,Yes
0.1,0.81,6,271,4,No accident,No promotion,technical,low,Yes
0.83,0.93,5,257,5,No accident,No promotion,technical,low,Yes
0.11,0.8,7,305,4,No accident,No promotion,technical,medium,Yes
0.43,0.5,2,152,3,No accident,No promotion,management,medium,Yes
0.38,0.5,2,144,3,No accident,No promotion,IT,medium,Yes
0.83,1,5,269,5,No accident,No promotion,IT,medium,Yes
0.11,0.82,7,285,4,No accident,No promotion,IT,medium,Yes
0.43,0.52,2,136,3,No accident,No promotion,IT,medium,Yes
0.11,0.88,6,294,4,No accident,No promotion,IT,medium,Yes
0.43,0.46,2,157,3,No accident,No promotion,product_mng,medium,Yes
0.1,0.89,6,280,4,No accident,No promotion,product_mng,medium,Yes
0.44,0.51,2,152,3,No accident,No promotion,product_mng,medium,Yes
0.82,0.91,5,276,6,No accident,No promotion,product_mng,medium,Yes
0.1,0.86,6,247,4,No accident,No promotion,IT,medium,Yes
0.1,0.95,5,286,4,No accident,No promotion,RandD,high,Yes
0.3,0.89,5,257,5,No accident,No promotion,RandD,low,Yes
0.1,0.93,6,258,4,No accident,No promotion,RandD,medium,Yes
0.39,0.5,2,151,3,No accident,No promotion,RandD,medium,Yes
0.14,0.47,4,175,2,No accident,No promotion,RandD,medium,Yes
0.82,0.92,4,252,5,No accident,No promotion,marketing,medium,Yes
0.1,0.85,6,266,4,No accident,No promotion,sales,low,Yes
0.09,0.9,6,295,4,No accident,No promotion,accounting,low,Yes
0.54,0.83,6,165,6,No accident,No promotion,support,low,Yes
0.61,0.58,2,264,4,No accident,No promotion,technical,low,Yes
0.1,0.79,6,275,4,No accident,No promotion,management,low,Yes
0.1,0.9,6,299,4,No accident,No promotion,marketing,low,Yes
0.36,0.49,2,147,3,No accident,No promotion,marketing,low,Yes
0.1,0.97,7,306,4,No accident,No promotion,marketing,low,Yes
0.84,1,5,242,5,No accident,No promotion,sales,low,Yes
0.38,0.51,2,159,3,No accident,No promotion,sales,low,Yes
0.41,0.49,2,147,3,No accident,No promotion,sales,low,Yes
0.37,0.51,2,154,3,Accident,No promotion,sales,low,Yes
0.43,0.56,2,129,3,No accident,No promotion,sales,low,Yes
0.46,0.53,2,161,3,No accident,No promotion,sales,low,Yes
0.09,0.84,6,269,4,No accident,No promotion,sales,low,Yes
0.78,0.86,5,274,5,No accident,No promotion,sales,low,Yes
0.45,0.53,2,159,3,No accident,No promotion,sales,low,Yes
0.42,0.47,2,135,3,No accident,No promotion,sales,low,Yes
0.46,0.53,2,147,3,No accident,No promotion,sales,low,Yes
0.39,0.49,2,142,3,No accident,No promotion,sales,low,Yes
0.36,0.51,2,130,3,No accident,No promotion,sales,low,Yes
0.43,0.53,2,147,3,No accident,No promotion,sales,medium,Yes
0.85,0.87,5,246,5,Accident,No promotion,sales,medium,Yes
0.11,0.92,6,281,4,No accident,No promotion,sales,medium,Yes
0.11,0.9,6,253,4,No accident,No promotion,sales,medium,Yes
0.38,0.47,2,128,3,No accident,No promotion,sales,medium,Yes
0.43,0.57,2,129,3,No accident,No promotion,sales,medium,Yes
0.75,1,5,223,6,No accident,No promotion,accounting,medium,Yes
0.11,0.92,6,269,4,No accident,No promotion,accounting,medium,Yes
0.1,0.9,7,269,4,No accident,No promotion,accounting,medium,Yes
0.1,0.81,7,244,5,No accident,No promotion,hr,medium,Yes
0.37,0.5,2,154,3,No accident,No promotion,hr,medium,Yes
0.11,0.93,5,140,5,No accident,No promotion,hr,medium,Yes
0.45,0.46,2,159,3,No accident,No promotion,hr,high,Yes
0.44,0.48,2,158,3,No accident,No promotion,technical,low,Yes
0.44,0.56,2,133,3,No accident,No promotion,technical,medium,Yes
0.11,0.77,6,247,4,No accident,No promotion,technical,medium,Yes
0.79,0.93,5,268,5,No accident,No promotion,technical,medium,Yes
0.8,0.9,5,267,5,No accident,No promotion,technical,medium,Yes
0.1,0.87,7,251,5,No accident,No promotion,technical,low,Yes
0.09,0.93,6,279,4,No accident,No promotion,technical,low,Yes
0.7,0.84,6,161,4,No accident,No promotion,technical,low,Yes
0.72,0.84,4,256,5,No accident,No promotion,technical,low,Yes
0.11,0.8,6,304,4,No accident,No promotion,technical,low,Yes
0.39,0.51,2,137,3,No accident,No promotion,technical,low,Yes
0.4,0.49,2,144,3,No accident,No promotion,support,low,Yes
0.43,0.54,2,142,3,No accident,No promotion,support,low,Yes
0.76,0.87,5,262,5,No accident,No promotion,support,low,Yes
0.4,0.48,2,142,3,No accident,No promotion,support,low,Yes
0.09,0.89,6,282,4,No accident,No promotion,support,low,Yes
0.37,0.54,2,157,3,No accident,No promotion,support,low,Yes
0.87,0.91,5,228,5,No accident,No promotion,support,low,Yes
0.1,0.86,6,283,4,No accident,No promotion,support,low,Yes
0.11,0.86,6,286,4,No accident,No promotion,support,low,Yes
0.43,0.5,2,148,3,No accident,No promotion,support,low,Yes
0.1,0.81,6,245,4,No accident,No promotion,support,low,Yes
0.11,0.95,6,279,4,No accident,No promotion,technical,low,Yes
0.85,0.87,5,245,5,No accident,No promotion,technical,low,Yes
0.37,0.49,2,138,3,No accident,No promotion,technical,low,Yes
0.44,0.52,2,141,3,No accident,No promotion,management,low,Yes
0.1,0.83,7,302,5,No accident,No promotion,IT,medium,Yes
0.11,0.89,6,268,4,No accident,No promotion,IT,medium,Yes
0.87,0.88,5,240,5,No accident,No promotion,IT,medium,Yes
0.39,0.49,2,127,3,No accident,No promotion,IT,medium,Yes
0.1,0.94,7,264,4,No accident,No promotion,IT,medium,Yes
0.44,0.53,2,155,3,No accident,No promotion,product_mng,medium,Yes
0.4,0.49,2,143,3,No accident,No promotion,product_mng,medium,Yes
0.76,0.98,5,217,6,No accident,No promotion,product_mng,medium,Yes
0.46,0.55,2,147,3,No accident,No promotion,product_mng,medium,Yes
0.9,0.92,4,271,5,No accident,No promotion,IT,medium,Yes
0.85,0.87,4,273,5,No accident,No promotion,RandD,medium,Yes
0.1,0.78,5,285,4,Accident,No promotion,RandD,medium,Yes
0.43,0.49,2,131,3,No accident,No promotion,RandD,high,Yes
0.2,0.5,5,135,6,No accident,No promotion,RandD,low,Yes
0.81,0.92,5,239,5,No accident,No promotion,RandD,medium,Yes
0.83,0.85,5,237,5,No accident,No promotion,marketing,medium,Yes
0.14,0.75,4,277,5,Accident,No promotion,sales,medium,Yes
0.1,0.84,5,303,5,No accident,No promotion,accounting,medium,Yes
0.91,0.98,4,242,6,No accident,No promotion,support,low,Yes
0.37,0.57,2,158,3,No accident,No promotion,technical,low,Yes
0.42,0.57,2,147,3,Accident,No promotion,management,low,Yes
0.39,0.68,2,282,5,No accident,No promotion,marketing,low,Yes
0.39,0.54,2,154,3,No accident,No promotion,marketing,low,Yes
0.44,0.52,2,149,3,No accident,No promotion,marketing,low,Yes
0.37,0.45,2,149,3,No accident,No promotion,sales,low,Yes
0.39,0.53,2,146,3,No accident,No promotion,sales,low,Yes
0.72,0.94,4,258,5,No accident,No promotion,sales,low,Yes
0.37,0.49,2,148,3,No accident,No promotion,sales,low,Yes
0.82,0.94,5,236,5,No accident,No promotion,sales,low,Yes
0.42,0.52,2,134,3,No accident,No promotion,sales,low,Yes
0.59,1,2,155,5,No accident,No promotion,sales,low,Yes
0.82,0.86,5,257,5,No accident,No promotion,sales,low,Yes
0.73,0.97,6,189,2,No accident,No promotion,sales,low,Yes
0.78,0.66,3,164,3,No accident,No promotion,sales,low,Yes
0.09,0.95,6,271,4,No accident,No promotion,sales,low,Yes
0.1,0.97,6,280,4,No accident,No promotion,sales,low,Yes
0.45,0.46,2,149,3,No accident,No promotion,sales,low,Yes
0.83,0.81,5,219,5,No accident,No promotion,sales,low,Yes
0.43,0.51,2,128,3,No accident,No promotion,sales,low,Yes
0.4,0.47,2,128,3,No accident,No promotion,sales,medium,Yes
0.43,0.46,2,157,3,No accident,No promotion,sales,medium,Yes
0.78,0.93,4,225,5,No accident,No promotion,sales,medium,Yes
0.39,0.45,2,140,3,No accident,No promotion,sales,medium,Yes
0.11,0.97,6,310,4,No accident,No promotion,accounting,medium,Yes
0.36,0.52,2,143,3,No accident,No promotion,accounting,medium,Yes
0.36,0.54,2,153,3,No accident,No promotion,accounting,medium,Yes
0.1,0.79,7,310,4,No accident,No promotion,hr,medium,Yes
0.4,0.47,2,136,3,No accident,No promotion,hr,medium,Yes
0.81,0.85,4,251,6,No accident,No promotion,hr,medium,Yes
0.4,0.47,2,144,3,No accident,No promotion,hr,medium,Yes
0.09,0.93,6,296,4,No accident,No promotion,technical,medium,Yes
0.76,0.89,5,238,5,No accident,No promotion,technical,high,Yes
0.73,0.93,5,162,4,No accident,No promotion,technical,low,Yes
0.38,0.49,2,137,3,No accident,No promotion,technical,medium,Yes
0.72,0.84,5,257,5,No accident,No promotion,technical,medium,Yes
0.4,0.56,2,148,3,No accident,No promotion,technical,medium,Yes
0.91,0.99,5,254,5,No accident,No promotion,technical,medium,Yes
0.85,0.85,4,247,6,No accident,No promotion,technical,low,Yes
0.9,0.7,5,206,4,No accident,No promotion,technical,low,Yes
0.46,0.55,2,145,3,No accident,No promotion,technical,low,Yes
0.43,0.57,2,159,3,Accident,No promotion,technical,low,Yes
0.89,0.88,5,228,5,Accident,No promotion,support,low,Yes
0.09,0.81,6,257,4,No accident,No promotion,support,low,Yes
0.4,0.48,2,155,3,No accident,No promotion,support,low,Yes
0.76,0.83,6,293,6,No accident,No promotion,support,low,Yes
0.4,0.57,2,151,3,No accident,No promotion,support,low,Yes
0.37,0.48,2,160,3,No accident,No promotion,support,low,Yes
0.37,0.53,2,143,3,No accident,No promotion,support,low,Yes
0.11,0.96,6,280,4,No accident,No promotion,support,low,Yes
0.37,0.52,2,158,3,No accident,No promotion,support,low,Yes
0.09,0.89,7,310,4,No accident,No promotion,support,low,Yes
0.88,0.86,5,258,5,No accident,No promotion,support,low,Yes
0.84,0.94,5,262,5,No accident,No promotion,technical,low,Yes
0.1,0.98,6,265,4,No accident,No promotion,technical,low,Yes
0.41,0.47,2,143,3,Accident,No promotion,technical,low,Yes
0.84,0.91,5,232,6,No accident,No promotion,management,low,Yes
0.41,0.55,2,161,3,No accident,No promotion,IT,low,Yes
0.53,0.76,5,132,6,No accident,No promotion,IT,low,Yes
0.42,0.47,2,139,3,Accident,No promotion,IT,medium,Yes
0.36,0.5,2,131,3,No accident,No promotion,IT,medium,Yes
0.38,0.52,2,161,3,No accident,No promotion,IT,medium,Yes
0.36,0.48,2,152,3,No accident,No promotion,product_mng,medium,Yes
0.46,0.54,2,138,3,No accident,No promotion,product_mng,medium,Yes
0.37,0.47,2,159,3,Accident,No promotion,product_mng,medium,Yes
0.42,0.49,2,153,3,No accident,No promotion,product_mng,medium,Yes
0.44,0.56,2,156,3,No accident,No promotion,IT,medium,Yes
0.92,0.82,5,265,5,No accident,No promotion,RandD,medium,Yes
0.1,0.79,6,301,5,No accident,No promotion,RandD,medium,Yes
0.76,1,4,220,6,No accident,No promotion,RandD,medium,Yes
0.11,0.79,6,247,4,No accident,No promotion,RandD,medium,Yes
0.43,0.48,2,136,3,No accident,No promotion,RandD,high,Yes
0.4,0.49,2,160,3,No accident,No promotion,marketing,low,Yes
0.11,0.84,7,310,4,No accident,No promotion,sales,medium,Yes
0.84,0.82,5,240,5,No accident,No promotion,accounting,medium,Yes
0.84,0.84,5,238,5,No accident,No promotion,support,medium,Yes
0.51,0.6,7,243,5,No accident,No promotion,technical,medium,Yes
0.66,0.91,5,248,4,No accident,No promotion,management,low,Yes
0.42,0.56,2,137,3,No accident,No promotion,marketing,low,Yes
0.38,0.49,2,155,3,No accident,No promotion,marketing,low,Yes
0.15,0.63,7,229,3,No accident,No promotion,marketing,low,Yes
0.38,0.53,2,140,3,No accident,No promotion,sales,low,Yes
0.43,0.54,2,156,3,No accident,No promotion,sales,low,Yes
0.37,0.57,2,147,3,No accident,No promotion,sales,low,Yes
0.11,0.92,7,293,4,No accident,No promotion,sales,low,Yes
0.41,0.53,2,157,3,No accident,No promotion,sales,low,Yes
0.84,0.96,4,247,5,No accident,No promotion,sales,low,Yes
0.4,0.51,2,148,3,No accident,No promotion,sales,low,Yes
0.38,0.53,2,157,3,No accident,No promotion,sales,low,Yes
0.8,0.86,5,262,6,No accident,No promotion,sales,medium,Yes
0.11,0.88,7,272,4,No accident,No promotion,sales,medium,Yes
0.72,0.87,5,223,5,No accident,No promotion,sales,low,Yes
0.37,0.52,2,159,3,No accident,No promotion,sales,low,Yes
0.41,0.5,2,153,3,No accident,No promotion,sales,low,Yes
0.1,0.77,6,247,4,No accident,No promotion,sales,low,Yes
0.92,0.85,5,259,5,No accident,No promotion,sales,low,Yes
0.89,1,5,224,5,No accident,No promotion,sales,low,Yes
0.42,0.53,2,142,3,No accident,No promotion,sales,low,Yes
0.45,0.54,2,135,3,No accident,No promotion,sales,low,Yes
0.11,0.81,6,305,4,No accident,No promotion,sales,low,Yes
0.84,0.92,4,234,5,No accident,No promotion,sales,low,Yes
0.41,0.55,2,148,3,No accident,No promotion,sales,low,Yes
0.36,0.56,2,137,3,No accident,No promotion,sales,low,Yes
0.38,0.54,2,143,3,No accident,No promotion,sales,low,Yes
0.45,0.47,2,160,3,No accident,No promotion,sales,low,Yes
0.78,0.99,4,255,6,No accident,No promotion,sales,low,Yes
0.45,0.51,2,160,3,Accident,Promotion,sales,low,Yes
0.76,0.89,5,262,5,No accident,No promotion,sales,low,Yes
0.11,0.83,6,282,4,No accident,No promotion,sales,low,Yes
0.38,0.55,2,147,3,No accident,No promotion,sales,low,Yes
0.09,0.95,6,304,4,No accident,No promotion,sales,low,Yes
0.46,0.57,2,139,3,No accident,No promotion,sales,low,Yes
0.4,0.53,2,158,3,No accident,No promotion,sales,low,Yes
0.89,0.92,5,242,5,No accident,No promotion,sales,low,Yes
0.82,0.87,4,239,5,No accident,No promotion,sales,low,Yes
0.4,0.49,2,135,3,No accident,No promotion,sales,low,Yes
0.41,0.46,2,128,3,No accident,No promotion,accounting,low,Yes
0.38,0.5,2,132,3,No accident,No promotion,accounting,low,Yes
0.09,0.62,6,294,4,No accident,No promotion,accounting,low,Yes
0.45,0.57,2,134,3,No accident,No promotion,hr,low,Yes
0.4,0.51,2,145,3,No accident,No promotion,hr,low,Yes
0.45,0.55,2,140,3,No accident,No promotion,hr,low,Yes
0.84,0.87,4,246,6,No accident,No promotion,hr,low,Yes
0.1,0.94,6,255,4,No accident,No promotion,technical,low,Yes
0.38,0.46,2,137,3,No accident,No promotion,technical,low,Yes
0.45,0.5,2,126,3,No accident,No promotion,technical,low,Yes
0.11,0.89,6,306,4,No accident,No promotion,technical,low,Yes
0.41,0.54,2,152,3,No accident,No promotion,technical,low,Yes
0.87,0.88,5,269,5,No accident,No promotion,technical,low,Yes
0.45,0.48,2,158,3,No accident,No promotion,technical,low,Yes
0.4,0.46,2,127,3,No accident,No promotion,technical,low,Yes
0.1,0.8,7,281,4,No accident,No promotion,technical,low,Yes
0.09,0.89,6,276,4,No accident,No promotion,technical,low,Yes
0.84,0.74,3,182,4,No accident,No promotion,technical,low,Yes
0.4,0.55,2,147,3,No accident,No promotion,support,low,Yes
0.57,0.7,3,273,6,No accident,No promotion,support,low,Yes
0.4,0.54,2,148,3,No accident,No promotion,support,low,Yes
0.43,0.47,2,147,3,No accident,No promotion,support,low,Yes
0.13,0.78,6,152,2,No accident,No promotion,support,low,Yes
0.44,0.55,2,135,3,No accident,No promotion,support,low,Yes
0.38,0.55,2,134,3,No accident,No promotion,support,low,Yes
0.39,0.54,2,132,3,No accident,No promotion,support,low,Yes
0.1,0.92,7,307,4,No accident,No promotion,support,low,Yes
0.37,0.46,2,140,3,No accident,No promotion,support,low,Yes
0.11,0.94,7,255,4,No accident,No promotion,support,low,Yes
0.1,0.81,6,309,4,No accident,No promotion,technical,low,Yes
0.38,0.54,2,128,3,No accident,No promotion,technical,low,Yes
0.85,1,4,225,5,No accident,No promotion,technical,low,Yes
0.85,0.91,5,226,5,No accident,No promotion,management,medium,Yes
0.11,0.93,7,308,4,No accident,No promotion,IT,medium,Yes
0.1,0.95,6,244,5,No accident,No promotion,IT,medium,Yes
0.36,0.56,2,132,3,No accident,No promotion,IT,medium,Yes
0.11,0.94,6,286,4,No accident,No promotion,IT,medium,Yes
0.81,0.7,6,161,4,No accident,No promotion,IT,medium,Yes
0.43,0.54,2,153,3,No accident,No promotion,product_mng,medium,Yes
0.9,0.98,4,264,6,No accident,No promotion,product_mng,medium,Yes
0.76,0.86,5,223,5,Accident,No promotion,product_mng,medium,Yes
0.43,0.5,2,135,3,No accident,No promotion,product_mng,medium,Yes
0.74,0.99,2,277,3,No accident,No promotion,IT,medium,Yes
0.09,0.77,5,275,4,No accident,No promotion,product_mng,medium,Yes
0.45,0.49,2,149,3,No accident,No promotion,product_mng,high,Yes
0.09,0.87,7,295,4,No accident,No promotion,product_mng,low,Yes
0.11,0.97,6,277,4,No accident,No promotion,product_mng,medium,Yes
0.11,0.79,7,306,4,No accident,No promotion,product_mng,medium,Yes
0.1,0.83,6,295,4,No accident,No promotion,product_mng,medium,Yes
0.4,0.54,2,137,3,No accident,No promotion,marketing,medium,Yes
0.43,0.56,2,157,3,No accident,No promotion,sales,low,Yes
0.39,0.56,2,142,3,No accident,No promotion,accounting,low,Yes
